Country;Electrolyzer;RES;RES ID;ID;Assumptions;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
United Arab Emirates;high_temp;PV;United_Arab_Emirates_PV_3;United_Arab_Emirates_PV_3_high_temp_baseline;baseline;2,386732798;2,233231344;2,104296587;1,993059926;1,895130707;1,807542356;1,728202063;1,655581394;1,588531913;1,526169944;1,467801672;1,425034236;1,386424207;1,350566001;1,317216819;1,285469689;1,254771619;1,226302016;1,199218968;1,173670718;1,148970252;1,121508476;1,094526311;1,069072228;1,049003888;1,005340502;0,980952661;0,957954635;0,936188189;0,915519861;0,895836112
United Arab Emirates;high_temp;PV;United_Arab_Emirates_PV_4;United_Arab_Emirates_PV_4_high_temp_baseline;baseline;2,561922458;2,398241293;2,260837423;2,142360372;2,038111986;1,944918284;1,860540382;1,783343349;1,712098859;1,645861869;1,583890458;1,538152727;1,496884004;1,45856961;1,422949385;1,38904524;1,356260628;1,32587141;1,296968871;1,269714454;1,243365941;1,213547992;1,1842489;1,156603041;1,134783263;1,087440537;1,060949726;1,035962273;1,012306772;0,989838649;0,968434902
Angola;low_temp;PV;Angola_PV_4;Angola_PV_4_low_temp_baseline;baseline;2,891092019;2,74015191;2,61607313;2,511246981;2,420826938;2,341550089;2,27112285;2,207876265;2,150560952;2,098219191;2,050101927;1,990889393;1,937543698;1,888097895;1,842209736;1,798608142;1,756516043;1,717581772;1,680625168;1,645852486;1,612299001;1,577516684;1,543373301;1,511348054;1,486918045;1,428946541;1,398249493;1,369483891;1,34243315;1,316914582;1,292772752
Angola;high_temp;PV;Angola_PV_4;Angola_PV_4_high_temp_baseline;baseline;3,171978973;2,973255568;2,806727076;2,663373719;2,537432314;2,425010655;2,323364127;2,230489136;2,144880855;2,065381865;1,991083793;1,934098641;1,882706444;1,835005901;1,790672422;1,748477399;1,707671308;1,669862025;1,633907085;1,600011331;1,567240799;1,530176228;1,493741394;1,459368136;1,432325414;1,373038306;1,34004808;1,308934767;1,279483546;1,251513224;1,224869654
Argentina;low_temp;Onshore;Argentina_Onshore_1;Argentina_Onshore_1_low_temp_baseline;baseline;2,474930369;2,411309457;2,355249173;2,305124213;2,259776047;2,218350998;2,180202658;2,144830291;2,111838436;2,080909549;2,051784936;2,007677574;1,974124886;1,941862919;1,910961006;1,881746326;1,853201019;1,825485525;1,800363085;1,775005443;1,74961521;1,72784342;1,707217682;1,687190614;1,670590511;1,628852237;1,607027341;1,58612033;1,566052812;1,546756286;1,528170542
Argentina;low_temp;Onshore;Argentina_Onshore_2;Argentina_Onshore_2_low_temp_baseline;baseline;3,060079871;2,980975716;2,911230883;2,848832944;2,79234735;2,740716978;2,693141323;2,649000241;2,607803934;2,569159078;2,532745222;2,478310234;2,43690366;2,397089999;2,358954862;2,322902152;2,287675408;2,253472699;2,22247068;2,191178023;2,159844838;2,132845197;2,107262429;2,082420703;2,061810541;2,010178766;1,983126088;1,957208463;1,932328983;1,90840297;1,885355991
Argentina;low_temp;Onshore;Argentina_Onshore_3;Argentina_Onshore_3_low_temp_baseline;baseline;4,597907542;4,477653523;4,371490531;4,276385903;4,190177541;4,111271972;4,038462348;3,970813575;3,907586959;3,848189169;3,792136684;3,71063053;3,648631132;3,589016753;3,53191557;3,477932318;3,425185771;3,373972484;3,327551412;3,280695221;3,23377839;3,19339193;3,155125816;3,117968219;3,08714553;3,009872831;2,969401299;2,930628267;2,893408692;2,857615834;2,823138291
Argentina;low_temp;Offshore_1;Argentina_Offshore_1;Argentina_Offshore_1_low_temp_baseline;baseline;3,425589853;3,317544859;3,22745309;3,150204954;3,082579361;3,0224198;2,968214341;2,918863522;2,873543742;2,831622677;2,792604687;2,715406056;2,649007546;2,589646414;2,535763502;2,486397454;2,441235889;2,398693684;2,358902393;2,322072335;2,286170792;2,244216501;2,204359089;2,167397336;2,134909029;2,084288411;2,051242735;2,020217359;1,990961438;1,963268772;1,936967825
Argentina;low_temp;Offshore_2;Argentina_Offshore_2;Argentina_Offshore_2_low_temp_baseline;baseline;4,346016305;4,209768265;4,096257366;3,99901041;3,913946997;3,838335516;3,770260978;3,708330929;3,651502366;3,59897458;3,550119994;3,451980646;3,367571034;3,292107743;3,22360868;3,160851715;3,103439732;3,049357629;2,998772647;2,951952156;2,906312044;2,853111361;2,802571788;2,755709291;2,714530534;2,650291799;2,608395767;2,569065113;2,531981184;2,496882048;2,463549812
Argentina;low_temp;PV;Argentina_PV_4;Argentina_PV_4_low_temp_baseline;baseline;3,57338128;3,385139938;3,230239578;3,099241769;2,986133632;2,886866425;2,798593779;2,719244198;2,647266739;2,581472347;2,5209309;2,448957486;2,384151432;2,324099138;2,268384236;2,215445672;2,164328955;2,117067817;2,072211166;2,030015972;1,989294746;1,946104323;1,903714047;1,863947893;1,833558717;1,761822919;1,723730623;1,688029675;1,654452143;1,622772011;1,592796975
Argentina;high_temp;Onshore;Argentina_Onshore_1;Argentina_Onshore_1_high_temp_baseline;baseline;2,43369742;2,353285579;2,280942721;2,214944852;2,154059217;2,097374405;2,044197821;1,993990888;1,946326497;1,900860145;1,857309808;1,81996315;1,792018704;1,765098608;1,739273737;1,714850006;1,690907281;1,667597068;1,646537271;1,62514894;1,603619456;1,584520942;1,566359085;1,548635208;1,533949129;1,496069318;1,476369835;1,457412035;1,439126754;1,421453615;1,404339594
Argentina;high_temp;Onshore;Argentina_Onshore_2;Argentina_Onshore_2_high_temp_baseline;baseline;3,055808125;2,952602692;2,859506354;2,774340303;2,69554546;2,621968108;2,552730512;2,48714915;2,424681003;2,364887123;2,30740722;2,260957285;2,226186035;2,192685321;2,160543163;2,130139526;2,100331394;2,071306967;2,045075746;2,018434434;1,991615857;1,96737674;1,944290642;1,921737714;1,902942612;1,85537034;1,830342672;1,80622521;1,782931339;1,760385374;1,738520785
Argentina;high_temp;Onshore;Argentina_Onshore_3;Argentina_Onshore_3_high_temp_baseline;baseline;4,673491399;4,513681051;4,369179319;4,236640193;4,113666456;3,998481237;3,889729765;3,786354043;3,687510523;3,592514231;3,500799776;3,429433057;3,37578633;3,324067379;3,274408578;3,227384392;3,181261731;3,136325234;3,095616039;3,054283257;3,012680105;2,974699418;2,938421915;2,902908021;2,873024174;2,79966636;2,760305784;2,722276322;2,685444297;2,64969257;2,614917818
Argentina;high_temp;Offshore_1;Argentina_Offshore_1;Argentina_Offshore_1_high_temp_baseline;baseline;3,299321577;3,170655128;3,060353113;2,96321872;2,875965356;2,796385185;2,722924679;2,654449715;2,590107122;2,529238841;2,471326434;2,407940591;2,353812295;2,30565407;2,262116442;2,222372545;2,186169388;2,152109364;2,120326826;2,091027564;2,062394874;2,027034628;1,993399433;1,962222949;1,934947655;1,891079726;1,863002099;1,836625752;1,811730728;1,788136483;1,765693049
Argentina;high_temp;Offshore_2;Argentina_Offshore_2;Argentina_Offshore_2_high_temp_baseline;baseline;4,02545406;3,876457716;3,749592337;3,638603784;3,53954012;3,449749027;3,367366168;3,291032128;3,219725637;3,152660197;3,08921729;3,011015873;2,94434736;2,885109636;2,831620906;2,782851505;2,738489244;2,69678724;2,657916531;2,62213802;2,587175902;2,544703436;2,504360542;2,467073672;2,43466414;2,38133594;2,347849085;2,316480371;2,286956713;2,259054038;2,23258629
Argentina;high_temp;PV;Argentina_PV_4;Argentina_PV_4_high_temp_baseline;baseline;4,248648509;3,968703857;3,7327298;3,528389379;3,34779324;3,185608352;3,038070269;2,902427765;2,776611813;2,659028682;2,548425429;2,472397389;2,403648161;2,339729143;2,280211451;2,223518298;2,168689331;2,117758867;2,069266505;2,023463518;1,979161316;1,930630414;1,882931645;1,837867855;1,802062489;1,725748714;1,682556424;1,641756539;1,60307419;1,566277463;1,531168992
Austria;low_temp;Onshore;Austria_Onshore_3;Austria_Onshore_3_low_temp_baseline;baseline;4,499034194;4,381239316;4,277243259;4,184077525;4,099625758;4,022328196;3,951003533;3,884736473;3,82280398;3,764625309;3,709727218;3,629732533;3,568828673;3,510265517;3,454167949;3,401126847;3,349302031;3,298983228;3,25335643;3,207310229;3,16121082;3,120865967;3,082607972;3,045446982;3,014485641;2,938191003;2,8978475;2,85917742;2,822038051;2,78630467;2,751867634
Austria;low_temp;PV;Austria_PV_4;Austria_PV_4_low_temp_baseline;baseline;3,346992439;3,169551564;3,023431559;2,899769309;2,792917881;2,699074565;2,615565686;2,540445241;2,472256099;2,409881014;2,352445951;2,286207717;2,22660462;2,171390102;2,120180674;2,071521853;2,024524192;1,981093101;1,939874672;1,901112442;1,863697039;1,823240502;1,783533301;1,746284275;1,717820054;1,65061875;1,614937024;1,581495457;1,550043051;1,520368078;1,492290385
Austria;high_temp;Onshore;Austria_Onshore_3;Austria_Onshore_3_high_temp_baseline;baseline;4,678082191;4,512361594;4,362055023;4,223773512;4,095086869;3,974191781;3,859711439;3,750568839;3,645903531;3,545015098;3,44732369;3,376016997;3,322176391;3,27024953;3,2203652;3,173086625;3,126708254;3,081509211;3,040475624;2,998840687;2,956952012;2,919091296;2,882910858;2,847488274;2,817595864;2,745083751;2,70592384;2,668079674;2,631419718;2,595828741;2,561205143
Austria;high_temp;PV;Austria_PV_4;Austria_PV_4_high_temp_baseline;baseline;4,118518547;3,841593091;3,607602025;3,404484536;3,22452488;3,062505074;2,914739977;2,778534683;2,651861049;2,533155482;2,421187465;2,3512937;2,28822549;2,229667844;2,175223405;2,123397293;2,073277836;2,026815636;1,982621766;1,940943187;1,900645464;1,853427571;1,807017365;1,763144371;1,728158463;1,654342631;1,612298847;1,572556362;1,534849955;1,498955821;1,464683454
Australia;low_temp;Onshore;Australia_Onshore_2;Australia_Onshore_2_low_temp_baseline;baseline;3,622593371;3,526602847;3,441751825;3,365642583;3,29656547;3,233260288;3,174772459;3,120362232;3,069445127;3,021551593;2,976298899;2,912013536;2,86304789;2,81596322;2,770859511;2,728210534;2,686539987;2,646080162;2,609386293;2,572358471;2,535290433;2,503101338;2,472583825;2,442944159;2,418275906;2,357236481;2,325035173;2,294173999;2,26453867;2,23602931;2,208558121
Australia;low_temp;Onshore;Australia_Onshore_3;Australia_Onshore_3_low_temp_baseline;baseline;4,610249259;4,489107693;4,382121001;4,286244337;4,19930684;4,119708522;4,046237567;3,977955004;3,914119066;3,854133942;3,797514089;3,71552161;3,653074933;3,593027372;3,535506563;3,481117079;3,427975258;3,376377532;3,32958442;3,282364499;3,23509257;3,194258169;3,155552938;3,117964254;3,086717396;3,009039502;2,968166549;2,929000109;2,8913946;2,855222806;2,820372896
Australia;low_temp;Offshore_1;Australia_Offshore_1;Australia_Offshore_1_low_temp_baseline;baseline;5,629857358;5,453269404;5,306140131;5,180083064;5,069811727;4,971787082;4,883528079;4,803230646;4,729543456;4,661429093;4,598074446;4,470965495;4,36163914;4,263899956;4,17518076;4,093898663;4,019539325;3,949492809;3,883975725;3,823334365;3,76422182;3,695295178;3,629815927;3,569099847;3,515745803;3,43252623;3,378244608;3,327286118;3,279238007;3,23376099;3,190572827
Australia;low_temp;Offshore_2;Australia_Offshore_2;Australia_Offshore_2_low_temp_baseline;baseline;7,017428831;6,798147577;6,61554461;6,459175845;6,322458088;6,200984422;6,091665514;5,992255095;5,901070692;5,816820731;5,738492945;5,579858319;5,443416745;5,321436202;5,210712793;5,109271038;5,016469031;4,929049516;4,847282827;4,771601143;4,697827452;4,612000979;4,530470246;4,454878119;4,38846933;4,284774396;4,217195224;4,153759078;4,093951179;4,037348387;3,983598711
Australia;low_temp;PV;Australia_PV_1;Australia_PV_1_low_temp_baseline;baseline;2,536234906;2,404307268;2,295902996;2,204357193;2,125424761;2,056247867;1,994817786;1,939672931;1,889719221;1,844118033;1,802213496;1,75013274;1,703210987;1,659718953;1,619355624;1,581003552;1,54397959;1,509732536;1,477224926;1,446637963;1,417123614;1,386551838;1,356541651;1,328393192;1,306920535;1,255966719;1,228985674;1,203702265;1,179926128;1,157496687;1,136277324
Australia;low_temp;PV;Australia_PV_2;Australia_PV_2_low_temp_baseline;baseline;2,625788494;2,489296776;2,377150942;2,282452695;2,200808326;2,129259991;2,065728692;2,008701728;1,957046769;1,909895881;1,866570282;1,812648853;1,764069596;1,719041592;1,67725318;1,637547048;1,599215679;1,563759765;1,530104791;1,498438511;1,467882579;1,436215775;1,405130674;1,375973984;1,353732213;1,300953318;1,273005857;1,24681684;1,222189082;1,198956256;1,176976851
Australia;low_temp;PV;Australia_PV_3;Australia_PV_3_low_temp_baseline;baseline;2,854210526;2,706080103;2,584393239;2,481656371;2,393096778;2,31550155;2,246612467;2,184786467;2,128793674;2,077691408;2,030742449;1,97213033;1,919327374;1,870385457;1,824965778;1,781809358;1,740146511;1,701610343;1,66503184;1,630615471;1,597405563;1,562816616;1,528866211;1,497019374;1,472700318;1,415167149;1,384652598;1,356055515;1,329160987;1,303787729;1,279781496
Australia;low_temp;PV;Australia_PV_4;Australia_PV_4_low_temp_baseline;baseline;3,64572916;3,455888341;3,299877791;3,168112972;3,05448907;2,954896209;2,866445576;2,787035181;2,71509154;2,649408541;2,589042898;2,514242363;2,44685216;2,384388131;2,326417939;2,271336312;2,218161873;2,168976101;2,122288586;2,078359718;2,035971196;1,992048948;1,948933531;1,908492844;1,877643234;1,804438256;1,765674785;1,729350296;1,695191292;1,662967077;1,632481372
Australia;high_temp;Onshore;Australia_Onshore_2;Australia_Onshore_2_high_temp_baseline;baseline;3,865662768;3,727500504;3,601991619;3,486325378;3,378483924;3,276967583;3,180628993;3,088568211;3,000063746;2,914525722;2,831463135;2,770787967;2,724470174;2,679733203;2,63667973;2,59576731;2,555597341;2,516396674;2,480599788;2,44431252;2,407819995;2,375195034;2,343903936;2,313193087;2,286933324;2,226065209;2,192234473;2,159434489;2,127554719;2,096497921;2,066177943
Australia;high_temp;Onshore;Australia_Onshore_3;Australia_Onshore_3_high_temp_baseline;baseline;5,069654492;4,881147805;4,708997282;4,549454027;4,399815354;4,258061148;4,122634128;3,992300697;3,866059277;3,743077845;3,622650062;3,545174108;3,486063665;3,428972278;3,374031543;3,321827234;3,270569781;3,220549593;3,174882641;3,128585169;3,082022001;3,039137355;2,997930882;2,957435949;2,922597159;2,843512004;2,798949114;2,755670196;2,713530995;2,672404229;2,632176746
Australia;high_temp;Offshore_1;Australia_Offshore_1;Australia_Offshore_1_high_temp_baseline;baseline;5,484380618;5,267962554;5,081898844;4,917526923;4,769364265;4,633723898;4,508007612;4,390314778;4,279211757;4,173588912;4,072568151;3,967584333;3,877867788;3,797997618;3,72574767;3,659753525;3,599596343;3,542973064;3,4901036;3,441325222;3,393646918;3,335090075;3,279359741;3,227662146;3,182368541;3,109775625;3,063139929;3,019288586;2,977858989;2,938553424;2,901124524
Australia;high_temp;Offshore_2;Australia_Offshore_2;Australia_Offshore_2_high_temp_baseline;baseline;6,550192145;6,304814467;6,095362046;5,911630571;5,747169238;5,597646043;5,460013523;5,332047194;5,212073571;5,098801588;4,991213649;4,864783613;4,756985713;4,661191839;4,574684487;4,495799854;4,424033303;4,356562504;4,293663615;4,235757899;4,179168908;4,110091077;4,044450071;3,983741098;3,93090332;3,844290415;3,789708177;3,738540412;3,690345284;3,644760214;3,601484101
Australia;high_temp;PV;Australia_PV_1;Australia_PV_1_high_temp_baseline;baseline;2,802250538;2,625505296;2,477309699;2,34967047;2,23747971;2,137287369;2,046660356;1,963822299;1,887438891;1,816483771;1,750151349;1,700900139;1,656531428;1,615378123;1,577158591;1,540794082;1,505626085;1,47307433;1,442134121;1,412988481;1,384814643;1,352653636;1,321038804;1,29123706;1,267914418;1,216030247;1,187413982;1,160450528;1,134951251;1,110757072;1,087732682
Australia;high_temp;PV;Australia_PV_2;Australia_PV_2_high_temp_baseline;baseline;2,87566877;2,696464605;2,546397586;2,417307339;2,30398019;2,20289534;2,111570299;2,028193016;1,95140268;1,880152784;1,81362213;1,762660778;1,716755559;1,674179316;1,634640557;1,597021534;1,560639901;1,526967467;1,494963068;1,464816643;1,435675436;1,401728848;1,368359669;1,33687954;1,312115224;1,257813041;1,227601184;1,199109181;1,172140248;1,146528413;1,122132473
Australia;high_temp;PV;Australia_PV_3;Australia_PV_3_high_temp_baseline;baseline;3,131530944;2,937908001;2,775892378;2,636628219;2,514458243;2,405562578;2,307248217;2,217549702;2,134991222;2,058437985;1,986999639;1,93076213;1,880080313;1,833059928;1,789379844;1,747814887;1,707617334;1,670396597;1,635012216;1,601670856;1,569439118;1,530786835;1,492791744;1,45688309;1,428310151;1,367630682;1,333201192;1,300665414;1,26980507;1,240435972;1,212401349
Australia;high_temp;PV;Australia_PV_4;Australia_PV_4_high_temp_baseline;baseline;4,079603852;3,818060384;3,59822481;3,408391364;3,241077828;3,091228873;2,955277945;2,830619923;2,715296867;2,607801646;2,506950294;2,434891498;2,369884986;2,309535443;2,253432925;2,200030155;2,148383396;2,100514777;2,054986085;2,012054178;1,970543862;1,92370721;1,877661882;1,8342076;1,799965071;1,725205233;1,683492132;1,644137183;1,606869848;1,571461928;1,537719261
Azerbaijan;low_temp;Onshore;Azerbaijan_Onshore_3;Azerbaijan_Onshore_3_low_temp_baseline;baseline;5,116096182;4,981345013;4,862300255;4,755581155;4,658777276;4,570111975;4,488239569;4,41211729;4,340921309;4,273989838;4,210783508;4,119547669;4,049993914;3,983108999;3,919033848;3,858437968;3,799232929;3,741746974;3,68959281;3,63697261;3,584301803;3,538318365;3,494704123;3,452336559;3,416999465;3,330281591;3,284318969;3,240256576;3,197932353;3,157204669;3,117949009
Azerbaijan;low_temp;PV;Azerbaijan_PV_4;Azerbaijan_PV_4_low_temp_baseline;baseline;3,880711181;3,678283903;3,511896941;3,371340855;3,25011262;3,143834155;3,04942804;2,964654987;2,887838687;2,817694176;2,75321647;2,673953068;2,602554321;2,536380239;2,474972565;2,416624873;2,360293902;2,308195402;2,258744485;2,212219169;2,16732349;2,120341107;2,074227341;2,030969694;1,997926669;1,919826732;1,878383415;1,839543255;1,803014531;1,768551162;1,735943772
Azerbaijan;high_temp;Onshore;Azerbaijan_Onshore_3;Azerbaijan_Onshore_3_high_temp_baseline;baseline;5,313644298;5,125624885;4,955077234;4,798152974;4,652092022;4,514845784;4,384849671;4,260879264;4,141955785;4,027281921;3,91619701;3,834816877;3,773279731;3,713917501;3,65687596;3,602794056;3,549734689;3,498014539;3,451022641;3,403347642;3,355384387;3,313162289;3,272855496;3,233418097;3,200271422;3,118717031;3,075051975;3,032890043;2,992083077;2,952501389;2,914030737
Azerbaijan;high_temp;PV;Azerbaijan_PV_4;Azerbaijan_PV_4_high_temp_baseline;baseline;4,324711223;4,054604316;3,828272227;3,633438564;3,462259813;3,309439067;3,171241317;3,044940023;2,928487377;2,820308293;2,719166535;2,642331865;2,573092493;2,508856927;2,449186375;2,392404509;2,33748824;2,286641031;2,238302203;2,192755065;2,14872211;2,094722802;2,041623492;1,991378007;1,951153854;1,867087329;1,818881762;1,773261761;1,729926233;1,688620996;1,649129583
Estonia;low_temp;Onshore;Estonia_Onshore_2;Estonia_Onshore_2_low_temp_baseline;baseline;3,025092758;2,945833816;2,875863372;2,813184794;2,756374612;2,704383729;2,656417612;2,611860659;2,570226589;2,531124843;2,494237176;2,440312102;2,399227147;2,359720101;2,321874653;2,28608769;2,251122051;2,217172327;2,186379459;2,155308048;2,124204221;2,097227348;2,071651713;2,046812263;2,026138751;1,974992567;1,948008882;1,922148644;1,89731608;1,87342749;1,850409297
Estonia;low_temp;Onshore;Estonia_Onshore_3;Estonia_Onshore_3_low_temp_baseline;baseline;3,853883229;3,751586099;3,661152308;3,580029662;3,506398353;3,438916985;3,37656948;3,318568435;3,264291736;3,21323961;3,165004715;3,096734678;3,044753059;2,994769218;2,946889652;2,901618412;2,857385531;2,814438158;2,775494285;2,73619323;2,696847398;2,663125933;2,631174212;2,600148353;2,57440665;2,509931544;2,476146813;2,443779858;2,412709661;2,382830469;2,354049331
Estonia;low_temp;Offshore_1;Estonia_Offshore_1;Estonia_Offshore_1_low_temp_baseline;baseline;3,911506953;3,78829831;3,685580545;3,597521166;3,520443431;3,451885818;3,390122578;3,333898791;3,282274417;3,234527747;3,19009309;3,101906308;3,026056895;2,958246533;2,896694138;2,84030152;2,788711835;2,740114339;2,694659312;2,652587008;2,611575379;2,563705948;2,518229922;2,476059992;2,438998897;2,381220749;2,343519258;2,308124379;2,274749662;2,243159642;2,21315844
Estonia;low_temp;Offshore_2;Estonia_Offshore_2;Estonia_Offshore_2_low_temp_baseline;baseline;5,268474902;5,104086396;4,967223627;4,850048173;4,747619347;4,656629818;4,574761123;4,500327527;4,432066424;4,369008574;4,31039435;4,191238014;4,0887517;3,997127602;3,913959152;3,837762498;3,768055477;3,702391445;3,640973459;3,584126147;3,528711998;3,464179656;3,402876208;3,346035424;3,296094113;3,21815022;3,167334004;3,11963119;3,074654995;3,032087485;2,991664181
Estonia;low_temp;PV;Estonia_PV_4;Estonia_PV_4_low_temp_baseline;baseline;3,244152361;3,073560192;2,933212762;2,814547319;2,712108999;2,622224894;2,542312926;2,470493992;2,405361231;2,34583608;2,291074872;2,225521504;2,166490131;2,111786346;2,06103097;2,012804941;1,966240612;1,923185108;1,882319621;1,843877114;1,80677857;1,767800722;1,729538878;1,693650665;1,666273847;1,601309674;1,56690987;1,534674489;1,50436082;1,475764138;1,448710259
Estonia;high_temp;Onshore;Estonia_Onshore_2;Estonia_Onshore_2_high_temp_baseline;baseline;3,173451129;3,059734131;2,956600005;2,861741751;2,773506082;2,690667315;2,612290854;2,537646883;2,466153652;2,397338991;2,330813443;2,281236739;2,243493069;2,207065319;2,172038474;2,138790073;2,106168346;2,074360467;2,045374123;2,015999545;1,986471471;1,961000456;1,936681179;1,912894415;1,892846695;1,844191027;1,817965647;1,792649164;1,768153816;1,744402866;1,721328797
Estonia;high_temp;Onshore;Estonia_Onshore_3;Estonia_Onshore_3_high_temp_baseline;baseline;4,112856921;3,961771051;3,824315588;3,697473699;3,579079884;3,467525256;3,361579571;3,260278674;3,162850508;3,068664869;2,977198294;2,915431997;2,868761028;2,823753628;2,78052065;2,739548021;2,69936289;2,660206062;2,624655089;2,588594736;2,552325101;2,518389167;2,485907865;2,454084107;2,427027758;2,36327827;2,328265678;2,29439268;2,261544493;2,229620524;2,198532046
