Country;Electrolyzer;RES;RES ID;ID;Assumptions;Potential (GW);original CF;;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
Argentina;low_temp;Onshore;Argentina_Onshore_1;Argentina_Onshore_1_low_temp_baseline;baseline;540;0,43;;0,625102429;0,623014577;0,620926725;0,618838873;0,616751022;0,61466317;0,612575318;0,610487466;0,608399614;0,606311762;0,604223911;0,603904899;0,603585888;0,603266877;0,602947866;0,602628855;0,602309844;0,601990833;0,601671822;0,60135281;0,601033799;0,600352153;0,599670506;0,598988859;0,598307213;0,597625566;0,596943919;0,596262272;0,595580626;0,594898979;0,594217332
Argentina;low_temp;Onshore;Argentina_Onshore_2;Argentina_Onshore_2_low_temp_baseline;baseline;1085;0,35;;0,544347611;0,542155033;0,539962455;0,537769877;0,535577299;0,533384721;0,531192143;0,528999565;0,526806987;0,524614409;0,522421831;0,522135106;0,52184838;0,521561655;0,521274929;0,520988204;0,520701479;0,520414753;0,520128028;0,519841302;0,519554577;0,518820183;0,51808579;0,517351397;0,516617003;0,51588261;0,515148217;0,514413823;0,51367943;0,512945037;0,512210643
Argentina;low_temp;Onshore;Argentina_Onshore_3;Argentina_Onshore_3_low_temp_baseline;baseline;2976;0,24;;0,405908924;0,40365923;0,401409535;0,399159841;0,396910146;0,394660452;0,392410757;0,390161063;0,387911368;0,385661674;0,38341198;0,383177886;0,382943793;0,382709699;0,382475606;0,382241512;0,382007418;0,381773325;0,381539231;0,381305138;0,381071044;0,380492321;0,379913599;0,379334876;0,378756153;0,37817743;0,377598707;0,377019984;0,376441261;0,375862538;0,375283815
Argentina;low_temp;Offshore_1;Argentina_Offshore_1;Argentina_Offshore_1_low_temp_baseline;baseline;145;0,50;;0,552285687;0,55116114;0,550036593;0,548912046;0,547787499;0,546662952;0,545538405;0,544413858;0,543289311;0,542164764;0,541040217;0,541040217;0,541040217;0,541040217;0,541040217;0,541040217;0,541040217;0,541040217;0,541040217;0,541040217;0,541040217;0,540770681;0,540501146;0,54023161;0,539962075;0,53969254;0,539423004;0,539153469;0,538883933;0,538614398;0,538344863
Argentina;low_temp;Offshore_2;Argentina_Offshore_2;Argentina_Offshore_2_low_temp_baseline;baseline;235;0,54;;0,582121836;0,581064767;0,580007697;0,578950627;0,577893557;0,576836488;0,575779418;0,574722348;0,573665278;0,572608209;0,571551139;0,571551139;0,571551139;0,571551139;0,571551139;0,571551139;0,571551139;0,571551139;0,571551139;0,571551139;0,571551139;0,571308315;0,571065491;0,570822667;0,570579844;0,57033702;0,570094196;0,569851372;0,569608548;0,569365724;0,569122901
Argentina;low_temp;PV;Argentina_PV_4;Argentina_PV_4_low_temp_baseline;baseline;4716;0,13;;0,20687847;0,206515084;0,206151697;0,205788311;0,205424924;0,205061538;0,204698151;0,204334765;0,203971379;0,203607992;0,203244606;0,203390153;0,2035357;0,203681248;0,203826795;0,203972342;0,204117889;0,204263437;0,204408984;0,204554531;0,204700079;0,204663755;0,204627431;0,204591107;0,204554783;0,204518459;0,204482135;0,204445811;0,204409487;0,204373163;0,204336839
Argentina;high_temp;Onshore;Argentina_Onshore_1;Argentina_Onshore_1_high_temp_baseline;baseline;540;0,43;;0,747510674;0,741833756;0,736156837;0,730479919;0,724803;0,719126082;0,713449164;0,707772245;0,702095327;0,696418409;0,69074149;0,688695423;0,686649356;0,684603288;0,682557221;0,680511154;0,678465087;0,676419019;0,674372952;0,672326885;0,670280818;0,666560436;0,662840055;0,659119674;0,655399292;0,651678911;0,647958529;0,644238148;0,640517767;0,636797385;0,633077004
Argentina;high_temp;Onshore;Argentina_Onshore_2;Argentina_Onshore_2_high_temp_baseline;baseline;1085;0,35;;0,678233371;0,671726003;0,665218634;0,658711266;0,652203898;0,64569653;0,639189162;0,632681793;0,626174425;0,619667057;0,613159689;0,611135134;0,609110579;0,607086024;0,605061469;0,603036914;0,60101236;0,598987805;0,59696325;0,594938695;0,59291414;0,588986249;0,585058359;0,581130468;0,577202578;0,573274687;0,569346797;0,565418906;0,561491015;0,557563125;0,553635234
Argentina;high_temp;Onshore;Argentina_Onshore_3;Argentina_Onshore_3_high_temp_baseline;baseline;2976;0,24;;0,542003182;0,535343478;0,528683774;0,52202407;0,515364366;0,508704662;0,502044959;0,495385255;0,488725551;0,482065847;0,475406143;0,473330025;0,471253907;0,469177789;0,46710167;0,465025552;0,462949434;0,460873316;0,458797198;0,45672108;0,454644962;0,450667968;0,446690973;0,442713979;0,438736984;0,43475999;0,430782995;0,426806001;0,422829007;0,418852012;0,414875018
Argentina;high_temp;Offshore_1;Argentina_Offshore_1;Argentina_Offshore_1_high_temp_baseline;baseline;145;0,50;;0,654139381;0,64876244;0,643385499;0,638008558;0,632631617;0,627254676;0,621877736;0,616500795;0,611123854;0,605746913;0,600369972;0,599159919;0,597949866;0,596739814;0,595529761;0,594319708;0,593109655;0,591899602;0,590689549;0,589479496;0,588269443;0,585793206;0,583316968;0,580840731;0,578364493;0,575888256;0,573412018;0,57093578;0,568459543;0,565983305;0,563507068
Argentina;high_temp;Offshore_2;Argentina_Offshore_2;Argentina_Offshore_2_high_temp_baseline;baseline;235;0,54;;0,670193712;0,665505375;0,660817039;0,656128703;0,651440366;0,64675203;0,642063694;0,637375357;0,632687021;0,627998684;0,623310348;0,622124618;0,620938887;0,619753157;0,618567427;0,617381697;0,616195966;0,615010236;0,613824506;0,612638775;0,611453045;0,609376087;0,607299129;0,605222172;0,603145214;0,601068256;0,598991298;0,59691434;0,594837383;0,592760425;0,590683467
Argentina;high_temp;PV;Argentina_PV_4;Argentina_PV_4_high_temp_baseline;baseline;4716;0,13;;0,258402637;0,256251168;0,2540997;0,251948232;0,249796763;0,247645295;0,245493827;0,243342358;0,24119089;0,239039422;0,236887954;0,236249315;0,235610677;0,234972039;0,2343334;0,233694762;0,233056124;0,232417485;0,231778847;0,231140209;0,23050157;0,229377683;0,228253796;0,227129908;0,226006021;0,224882134;0,223758247;0,222634359;0,221510472;0,220386585;0,219262698
Austria;low_temp;Onshore;Austria_Onshore_3;Austria_Onshore_3_low_temp_baseline;baseline;18;0,21;;0,367465646;0,365593763;0,36372188;0,361849997;0,359978115;0,358106232;0,356234349;0,354362466;0,352490584;0,350618701;0,348746818;0,348471778;0,348196737;0,347921697;0,347646656;0,347371616;0,347096576;0,346821535;0,346546495;0,346271455;0,345996414;0,345188424;0,344380433;0,343572443;0,342764452;0,341956462;0,341148471;0,340340481;0,33953249;0,338724499;0,337916509
Austria;low_temp;PV;Austria_PV_4;Austria_PV_4_low_temp_baseline;baseline;420;0,13;;0,212126078;0,211674015;0,211221952;0,210769888;0,210317825;0,209865761;0,209413698;0,208961635;0,208509571;0,208057508;0,207605445;0,207847951;0,208090458;0,208332964;0,208575471;0,208817978;0,209060484;0,209302991;0,209545497;0,209788004;0,210030511;0,209995603;0,209960695;0,209925787;0,209890879;0,209855971;0,209821063;0,209786154;0,209751246;0,209716338;0,20968143
Austria;high_temp;Onshore;Austria_Onshore_3;Austria_Onshore_3_high_temp_baseline;baseline;18;0,21;;0,491774908;0,485511855;0,479248802;0,472985749;0,466722697;0,460459644;0,454196591;0,447933538;0,441670485;0,435407433;0,42914438;0,427227583;0,425310787;0,42339399;0,421477193;0,419560397;0,4176436;0,415726804;0,413810007;0,411893211;0,409976414;0,406551221;0,403126027;0,399700834;0,39627564;0,392850447;0,389425253;0,38600006;0,382574866;0,379149673;0,37572448
Austria;high_temp;PV;Austria_PV_4;Austria_PV_4_high_temp_baseline;baseline;420;0,13;;0,272600788;0,270074183;0,267547579;0,265020974;0,26249437;0,259967765;0,257441161;0,254914556;0,252387952;0,249861347;0,247334743;0,246831401;0,246328059;0,245824717;0,245321375;0,244818034;0,244314692;0,24381135;0,243308008;0,242804666;0,242301325;0,241034755;0,239768185;0,238501615;0,237235045;0,235968475;0,234701905;0,233435335;0,232168765;0,230902195;0,229635625
Australia;low_temp;Onshore;Australia_Onshore_2;Australia_Onshore_2_low_temp_baseline;baseline;921;0,32;;0,438571476;0,436021796;0,433472117;0,430922437;0,428372757;0,425823077;0,423273398;0,420723718;0,418174038;0,415624358;0,413074679;0,412718783;0,412362888;0,412006993;0,411651098;0,411295203;0,410939308;0,410583413;0,410227518;0,409871622;0,409515727;0,408701274;0,407886821;0,407072367;0,406257914;0,405443461;0,404629007;0,403814554;0,403000101;0,402185647;0,401371194
Australia;low_temp;Onshore;Australia_Onshore_3;Australia_Onshore_3_low_temp_baseline;baseline;18663;0,25;;0,341351787;0,339615654;0,337879522;0,336143389;0,334407257;0,332671124;0,330934992;0,329198859;0,327462727;0,325726595;0,323990462;0,323719237;0,323448013;0,323176788;0,322905563;0,322634339;0,322363114;0,322091889;0,321820665;0,32154944;0,321278215;0,320717499;0,320156783;0,319596066;0,31903535;0,318474634;0,317913918;0,317353201;0,316792485;0,316231769;0,315671053
Australia;low_temp;Offshore_1;Australia_Offshore_1;Australia_Offshore_1_low_temp_baseline;baseline;584;0,36;;0,407350699;0,406639291;0,405927883;0,405216476;0,404505068;0,40379366;0,403082252;0,402370844;0,401659436;0,400948028;0,40023662;0,40023662;0,40023662;0,40023662;0,40023662;0,40023662;0,40023662;0,40023662;0,40023662;0,40023662;0,40023662;0,400066973;0,399897325;0,399727677;0,399558029;0,399388381;0,399218733;0,399049085;0,398879437;0,398709789;0,398540141
Australia;low_temp;Offshore_2;Australia_Offshore_2;Australia_Offshore_2_low_temp_baseline;baseline;860;0,40;;0,439070266;0,438335771;0,437601277;0,436866783;0,436132289;0,435397795;0,4346633;0,433928806;0,433194312;0,432459818;0,431725324;0,431725324;0,431725324;0,431725324;0,431725324;0,431725324;0,431725324;0,431725324;0,431725324;0,431725324;0,431725324;0,431598216;0,431471107;0,431343999;0,431216891;0,431089783;0,430962675;0,430835567;0,430708458;0,43058135;0,430454242
Australia;low_temp;PV;Australia_PV_1;Australia_PV_1_low_temp_baseline;baseline;2;0,23;;0,297308101;0,297041493;0,296774885;0,296508277;0,296241669;0,29597506;0,295708452;0,295441844;0,295175236;0,294908628;0,29464202;0,294722433;0,294802845;0,294883258;0,294963671;0,295044084;0,295124496;0,295204909;0,295285322;0,295365734;0,295446147;0,295446147;0,295446147;0,295446147;0,295446147;0,295446147;0,295446147;0,295446147;0,295446147;0,295446147;0,295446147
Australia;low_temp;PV;Australia_PV_2;Australia_PV_2_low_temp_baseline;baseline;16;0,22;;0,290669649;0,290420617;0,290171584;0,289922551;0,289673518;0,289424485;0,289175452;0,28892642;0,288677387;0,288428354;0,288179321;0,288262891;0,288346461;0,288430031;0,288513601;0,288597171;0,288680741;0,288764311;0,288847881;0,28893145;0,28901502;0,28901502;0,28901502;0,28901502;0,28901502;0,28901502;0,28901502;0,28901502;0,28901502;0,28901502;0,28901502
Australia;low_temp;PV;Australia_PV_3;Australia_PV_3_low_temp_baseline;baseline;372;0,20;;0,275061925;0,274851167;0,27464041;0,274429652;0,274218894;0,274008137;0,273797379;0,273586622;0,273375864;0,273165106;0,272954349;0,273045271;0,273136194;0,273227116;0,273318039;0,273408961;0,273499884;0,273590806;0,273681729;0,273772651;0,273863574;0,273833374;0,273803174;0,273772974;0,273742774;0,273712574;0,273682375;0,273652175;0,273621975;0,273591775;0,273561575
Australia;low_temp;PV;Australia_PV_4;Australia_PV_4_low_temp_baseline;baseline;218708;0,16;;0,235368533;0,235109116;0,2348497;0,234590283;0,234330867;0,23407145;0,233812033;0,233552617;0,2332932;0,233033783;0,232774367;0,232848896;0,232923426;0,232997955;0,233072485;0,233147014;0,233221544;0,233296073;0,233370603;0,233445132;0,233519662;0,233519662;0,233519662;0,233519662;0,233519662;0,233519662;0,233519662;0,233519662;0,233519662;0,233519662;0,233519662
Australia;high_temp;Onshore;Australia_Onshore_2;Australia_Onshore_2_high_temp_baseline;baseline;921;0,32;;0,618498698;0,609732324;0,600965951;0,592199577;0,583433203;0,57466683;0,565900456;0,557134083;0,548367709;0,539601335;0,530834962;0,527733839;0,524632717;0,521531595;0,518430473;0,515329351;0,512228229;0,509127106;0,506025984;0,502924862;0,49982374;0,49485718;0,489890619;0,484924059;0,479957498;0,474990938;0,470024378;0,465057817;0,460091257;0,455124696;0,450158136
Australia;high_temp;Onshore;Australia_Onshore_3;Australia_Onshore_3_high_temp_baseline;baseline;18663;0,25;;0,50633936;0,497534686;0,488730011;0,479925337;0,471120662;0,462315987;0,453511313;0,444706638;0,435901964;0,427097289;0,418292615;0,415824556;0,413356497;0,410888438;0,408420378;0,405952319;0,40348426;0,401016201;0,398548142;0,396080083;0,393612024;0,389369499;0,385126974;0,380884448;0,376641923;0,372399398;0,368156872;0,363914347;0,359671821;0,355429296;0,351186771
Australia;high_temp;Offshore_1;Australia_Offshore_1;Australia_Offshore_1_high_temp_baseline;baseline;584;0,36;;0,515922384;0,509846765;0,503771146;0,497695528;0,491619909;0,48554429;0,479468671;0,473393052;0,467317433;0,461241815;0,455166196;0,453868117;0,452570039;0,451271961;0,449973882;0,448675804;0,447377726;0,446079647;0,444781569;0,443483491;0,442185412;0,439692347;0,437199282;0,434706217;0,432213152;0,429720087;0,427227022;0,424733957;0,422240892;0,419747827;0,417254762
Australia;high_temp;Offshore_2;Australia_Offshore_2;Australia_Offshore_2_high_temp_baseline;baseline;860;0,40;;0,533071939;0,527619183;0,522166426;0,51671367;0,511260914;0,505808157;0,500355401;0,494902645;0,489449889;0,483997132;0,478544376;0,477379059;0,476213742;0,475048425;0,473883108;0,47271779;0,471552473;0,470387156;0,469221839;0,468056522;0,466891205;0,46471858;0,462545955;0,46037333;0,458200705;0,45602808;0,453855454;0,451682829;0,449510204;0,447337579;0,445164954
Australia;high_temp;PV;Australia_PV_1;Australia_PV_1_high_temp_baseline;baseline;2;0,23;;0,353208465;0,351189454;0,349170443;0,347151432;0,345132421;0,34311341;0,3410944;0,339075389;0,337056378;0,335037367;0,333018356;0,332524312;0,332030267;0,331536223;0,331042178;0,330548134;0,33005409;0,329560045;0,329066001;0,328571956;0,328077912;0,32682653;0,325575147;0,324323765;0,323072382;0,321821;0,320569618;0,319318235;0,318066853;0,31681547;0,315564088
Australia;high_temp;PV;Australia_PV_2;Australia_PV_2_high_temp_baseline;baseline;16;0,22;;0,34486681;0,342993953;0,341121096;0,339248239;0,337375382;0,335502525;0,333629668;0,331756811;0,329883954;0,328011097;0,32613824;0,325653073;0,325167907;0,32468274;0,324197573;0,323712406;0,323227239;0,322742072;0,322256905;0,321771738;0,321286571;0,319909744;0,318532917;0,317156089;0,315779262;0,314402435;0,313025607;0,31164878;0,310271953;0,308895126;0,307518298
Australia;high_temp;PV;Australia_PV_3;Australia_PV_3_high_temp_baseline;baseline;372;0,20;;0,328716928;0,326943411;0,325169894;0,323396377;0,32162286;0,319849343;0,318075826;0,316302309;0,314528792;0,312755275;0,310981758;0,310455659;0,30992956;0,309403461;0,308877362;0,308351262;0,307825163;0,307299064;0,306772965;0,306246866;0,305720767;0,304112316;0,302503864;0,300895413;0,299286962;0,29767851;0,296070059;0,294461608;0,292853157;0,291244705;0,289636254
Australia;high_temp;PV;Australia_PV_4;Australia_PV_4_high_temp_baseline;baseline;218708;0,16;;0,287813967;0,285535106;0,283256245;0,280977385;0,278698524;0,276419663;0,274140803;0,271861942;0,269583081;0,26730422;0,26502536;0,264458185;0,263891011;0,263323837;0,262756662;0,262189488;0,261622314;0,26105514;0,260487965;0,259920791;0,259353617;0,258137927;0,256922237;0,255706547;0,254490858;0,253275168;0,252059478;0,250843788;0,249628099;0,248412409;0,247196719
Azerbaijan;low_temp;Onshore;Azerbaijan_Onshore_3;Azerbaijan_Onshore_3_low_temp_baseline;baseline;25;0,23;;0,332098434;0,330184844;0,328271253;0,326357662;0,324444071;0,32253048;0,320616889;0,318703299;0,316789708;0,314876117;0,312962526;0,312600552;0,312238579;0,311876605;0,311514631;0,311152657;0,310790683;0,31042871;0,310066736;0,309704762;0,309342788;0,308536663;0,307730538;0,306924413;0,306118288;0,305312163;0,304506038;0,303699913;0,302893788;0,302087663;0,301281537
Azerbaijan;low_temp;PV;Azerbaijan_PV_4;Azerbaijan_PV_4_low_temp_baseline;baseline;582;0,15;;0,220800604;0,220526251;0,220251898;0,219977546;0,219703193;0,21942884;0,219154488;0,218880135;0,218605782;0,218331429;0,218057077;0,218160283;0,21826349;0,218366697;0,218469903;0,21857311;0,218676316;0,218779523;0,21888273;0,218985936;0,219089143;0,219054828;0,219020514;0,2189862;0,218951885;0,218917571;0,218883257;0,218848942;0,218814628;0,218780314;0,218745999
Azerbaijan;high_temp;Onshore;Azerbaijan_Onshore_3;Azerbaijan_Onshore_3_high_temp_baseline;baseline;25;0,23;;0,446310821;0,440487132;0,434663443;0,428839753;0,423016064;0,417192374;0,411368685;0,405544995;0,399721306;0,393897616;0,388073927;0,386241236;0,384408544;0,382575853;0,380743162;0,378910471;0,37707778;0,375245089;0,373412398;0,371579706;0,369747015;0,366794351;0,363841686;0,360889021;0,357936357;0,354983692;0,352031027;0,349078363;0,346125698;0,343173033;0,340220368
Azerbaijan;high_temp;PV;Azerbaijan_PV_4;Azerbaijan_PV_4_high_temp_baseline;baseline;582;0,15;;0,272153116;0,270360796;0,268568476;0,266776156;0,264983835;0,263191515;0,261399195;0,259606875;0,257814555;0,256022235;0,254229914;0,253759293;0,253288672;0,252818051;0,25234743;0,251876809;0,251406188;0,250935567;0,250464946;0,249994325;0,249523703;0,247956522;0,24638934;0,244822158;0,243254977;0,241687795;0,240120613;0,238553431;0,23698625;0,235419068;0,233851886
Estonia;low_temp;Onshore;Estonia_Onshore_2;Estonia_Onshore_2_low_temp_baseline;baseline;2;0,32;;0,455493508;0,45355963;0,451625752;0,449691874;0,447757995;0,445824117;0,443890239;0,441956361;0,440022483;0,438088605;0,436154727;0,435797806;0,435440886;0,435083966;0,434727045;0,434370125;0,434013204;0,433656284;0,433299364;0,432942443;0,432585523;0,43182193;0,431058337;0,430294744;0,429531151;0,428767557;0,428003964;0,427240371;0,426476778;0,425713185;0,424949592
Estonia;low_temp;Onshore;Estonia_Onshore_3;Estonia_Onshore_3_low_temp_baseline;baseline;59;0,25;;0,372451014;0,370450338;0,368449661;0,366448985;0,364448309;0,362447633;0,360446957;0,358446281;0,356445605;0,354444929;0,352444253;0,352200012;0,351955771;0,35171153;0,35146729;0,351223049;0,350978808;0,350734568;0,350490327;0,350246086;0,350001846;0,349574837;0,349147828;0,348720819;0,34829381;0,347866801;0,347439792;0,347012783;0,346585774;0,346158765;0,345731756
Estonia;low_temp;Offshore_1;Estonia_Offshore_1;Estonia_Offshore_1_low_temp_baseline;baseline;14;0,49;;0,571879946;0,570575659;0,569271371;0,567967084;0,566662796;0,565358508;0,564054221;0,562749933;0,561445645;0,560141358;0,55883707;0,55883707;0,55883707;0,55883707;0,55883707;0,55883707;0,55883707;0,55883707;0,55883707;0,55883707;0,55883707;0,558560407;0,558283744;0,55800708;0,557730417;0,557453754;0,557177091;0,556900428;0,556623764;0,556347101;0,556070438
Estonia;low_temp;Offshore_2;Estonia_Offshore_2;Estonia_Offshore_2_low_temp_baseline;baseline;21;0,50;;0,567555407;0,566791408;0,566027408;0,565263408;0,564499409;0,563735409;0,56297141;0,56220741;0,561443411;0,560679411;0,559915411;0,559915411;0,559915411;0,559915411;0,559915411;0,559915411;0,559915411;0,559915411;0,559915411;0,559915411;0,559915411;0,559690561;0,559465711;0,55924086;0,55901601;0,55879116;0,558566309;0,558341459;0,558116609;0,557891758;0,557666908
Estonia;low_temp;PV;Estonia_PV_4;Estonia_PV_4_low_temp_baseline;baseline;190;0,14;;0,212899698;0,21257348;0,212247262;0,211921043;0,211594825;0,211268607;0,210942389;0,210616171;0,210289953;0,209963734;0,209637516;0,209762841;0,209888167;0,210013492;0,210138817;0,210264142;0,210389468;0,210514793;0,210640118;0,210765443;0,210890769;0,210890769;0,210890769;0,210890769;0,210890769;0,210890769;0,210890769;0,210890769;0,210890769;0,210890769;0,210890769
